"Name","Source","Page","Level","Casting Time","Duration","School","Range","Components","Classes","Optional/Variant Classes","Subclasses","Text","At Higher Levels"
"Sorcerous Burst","PHB'24","318","Cantrip","Action","Instantaneous","Evocation","120 feet","V, S","Sorcerer (PHB'24)","","","You cast sorcerous energy at one creature or object within range. Make a ranged attack roll against the target. On a hit, the target takes 1d8 damage of a type you choose: Acid, Cold, Fire, Lightning, Poison, Psychic, or Thunder.

If you roll an 8 on a d8 for this spell, you can roll another d8, and add it to the damage. When you cast this spell, the maximum number of these d8s you can add to the spell's damage equals your spellcasting ability modifier.","Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8)."
"Spellfire Flare","FRHoF","146","1st","Action","Instantaneous","Evocation","60 feet","V, S","Sorcerer (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Evoker (PHB'24) Wizard","You unleash a blast of brilliant fire. Make a ranged spell attack against a target within range; a target gains no benefit from Half Cover or Three-Quarters Cover for this attack roll. On a hit, the target takes 2d10 Radiant damage.","Using a Higher-Level Spell Slot. You create an additional blast for each spell slot level above 1. You can direct the blasts at the same target or at different ones. Make a separate attack roll for each blast."
"Spellfire Storm","FRHoF","146","4th","Action","Concentration, up to 1 minute","Evocation","60 feet","V, S","Sorcerer (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Evoker (PHB'24) Wizard","You conjure a pillar of spellfire in a 20-foot-radius, 20-foot-high Cylinder centered on a point within range. The area of the Cylinder is Bright Light, and each creature in it when it appears makes a Constitution saving throw, taking 4d10 Radiant damage on a failed save or half as much damage on a successful one. A creature also makes this save when it enters the spell's area for the first time on a turn or ends its turn there. A creature makes this save only once per turn.

In addition, whenever a creature in the Cylinder casts a spell, that creature makes a Constitution saving throw. On a failed save, the spell dissipates with no effect, and the action, Bonus Action, or Reaction used to cast it is wasted. If that spell was cast with a spell slot, the slot isn't expended.

When you cast this spell, you can designate creatures to be unaffected by it.

Casting as a Circle Spell. In addition to the spell's usual components, you must provide a special component (a blue star sapphire worth 25,000+ GP), which the spell consumes. The spell's range increases to 1 mile, and it no longer requires Concentration. When the spell is cast, each secondary caster must expend a level 3+ spell slot; otherwise, the spell fails.","Using a Higher-Level Spell Slot. The damage increases by 1d10 for every spell slot level above 4.

The number of secondary casters determines the spell's area of effect and duration, as shown in the table below. The spell ends early if any caster who participated in this casting contributes to another casting of Spellfire Storm as a Circle spell.

Secondary CastersArea of EffectDuration1-340-foot-radius, 40-foot-high Cylinder1 Hour4-660-foot-radius, 60-foot-high Cylinder8 Hours7+100-foot-radius, 100-foot-high Cylinder24 Hours"
"Spider Climb","PHB'24","319","2nd","Action","Concentration, up to 1 hour","Transmutation","Touch","V, S, M (a drop of bitumen and a spider)","Artificer (EFA), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Land (Forest) (PHB'14) Druid, Land (Mountain) (PHB'14) Druid, Land (Underdark) (PHB'14) Druid, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","Until the spell ends, one willing creature you touch gains the ability to move up, down, and across vertical surfaces and along ceilings, while leaving its hands free. The target also gains a Climb Speed equal to its Speed.","Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 2."
"Spirit of Death","BMT","50","4th","Action","Concentration, up to 1 hour","Necromancy","60 feet","V, S, M (a gilded playing card worth at least 400 gp and depicting an avatar of death)","","Sorcerer (PHB'14), Sorcerer (PHB'24), Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter","You call forth a spirit that embodies death. The spirit manifests in an unoccupied space you can see within range and uses the reaper spirit stat block. The spirit disappears when it is reduced to 0 hit points or when the spell ends.

The spirit is an ally to you and your companions. In combat, the spirit shares your initiative count and takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don't issue the spirit any commands, it takes the Dodge action and uses its movement to avoid danger.","At Higher Levels. When you cast this spell using a spell slot of 5th level or higher, use the higher level wherever the spell's level appears in the reaper spirit stat block."
"Spray of Cards","BMT","50","2nd","Action","Instantaneous","Conjuration","Self","V, S, M (a deck of cards)","","Bard (PHB'14), Bard (PHB'24), Sorcerer (PHB'14), Sorcerer (PHB'24), Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You spray a 15-foot cone of spectral cards. Each creature in that area must make a Dexterity saving throw. On a failed save, a creature takes 2d10 force damage and has the blinded condition until the end of its next turn. On a successful save, a creature takes half as much damage only.","At Higher Levels. When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d10 for each slot level above 2nd."
"Stinking Cloud","PHB'24","321","3rd","Action","Concentration, up to 1 minute","Conjuration","90 feet","V, S, M (a rotten egg)","Bard (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Land (Tropical Land) (PHB'24) Druid, Land (Swamp) (PHB'14) Druid, Land (Underdark) (PHB'14) Druid, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Fiend (PHB'24) Warlock, Great Fool (TCM'24) Warlock, Fiend (PHB'14) Warlock, Great Fool (TCM'14) Warlock, Great Fool (TCM'14) Warlock","You create a 20-foot-radius Sphere of yellow, nauseating gas centered on a point within range. The cloud is Heavily Obscured. The cloud lingers in the air for the duration or until a strong wind (such as the one created by Gust of Wind) disperses it.

Each creature that starts its turn in the Sphere must succeed on a Constitution saving throw or have the Poisoned condition until the end of the current turn. While Poisoned in this way, the creature can't take an action or a Bonus Action.",""
"Stoneskin","PHB'24","321","4th","Action","Concentration, up to 1 hour","Transmutation","Touch","V, S, M (diamond dust worth 100+ GP, which the spell consumes)","Artificer (EFA), Druid (PHB'24), Ranger (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Land (Mountain) (PHB'14) Druid, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Conquest (XGE) Paladin, Conquest (XGE) Paladin, Redemption (XGE) Paladin, Redemption (XGE) Paladin, Ancients (PHB'14) Paladin, Ancients (PHB'24) Paladin, War (PHB'14) Cleric, Strength (PSA) (PSA) Cleric, Strength (PSA) (PSA) Cleric","Until the spell ends, one willing creature you touch has Resistance to Bludgeoning, Piercing, and Slashing damage.",""
"Storm Sphere","XGE","166","4th","Action","Concentration, up to 1 minute","Evocation","150 feet","V, S","","Sorcerer (PHB'14), Sorcerer (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Evoker (PHB'24) Wizard","A 20-foot-radius sphere of whirling air springs into existence, centered on a point you choose within range. The sphere remains for the spell's duration. Each creature in the sphere when it appears or that ends its turn there must succeed on a Strength saving throw or take 2d6 bludgeoning damage. The sphere's space is difficult terrain.

Until the spell ends, you can use a bonus action on each of your turns to cause a bolt of lightning to leap from the center of the sphere toward one creature you choose within 60 feet of the center. Make a ranged spell attack. You have advantage on the attack roll if the target is in the sphere. On a hit, the target takes 4d6 lightning damage.

Creatures within 30 feet of the sphere have disadvantage on Wisdom (Perception) checks made to listen.","At Higher Levels. When you cast this spell using a spell slot of 5th level or higher, the damage for each of its effects increases by 1d6 for each slot level above 4th."
"Suggestion","PHB'24","321","2nd","Action","Concentration, up to 8 hours","Enchantment","30 feet","V, M (a drop of honey)","Bard (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Fiend (PHB'24) Warlock, Horned King (TCM'24) Warlock, Knowledge (PHB'14) Cleric, Horned King (TCM'14) Warlock, Horned King (TCM'14) Warlock","You suggest a course of activity—described in no more than 25 words—to one creature you can see within range that can hear and understand you. The suggestion must sound achievable and not involve anything that would obviously deal damage to the target or its allies. For example, you could say, ""Fetch the key to the cult's treasure vault, and give the key to me."" Or you could say, ""Stop fighting, leave this library peacefully, and don't return.""

The target must succeed on a Wisdom saving throw or have the Charmed condition for the duration or until you or your allies deal damage to the target. The Charmed target pursues the suggestion to the best of its ability. The suggested activity can continue for the entire duration, but if the suggested activity can be completed in a shorter time, the spell ends for the target upon completing it.",""
"Summon Shadow","CBT","0","5th","1 Min.","Concentration, up to 1 hour","Conjuration","90 feet","V, S, M","Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Hungering Dark (CBT) Sorcerer","You call forth a spirit of shadow. It manifests as a silhouette of pure blackness in an unoccupied space you can see within range. This corporeal form uses the Shadow Spirit stat block. When you cast this spell, choose Infiltrator or Assassin. Your choice determines certain traits in its stat block. The creature disappears when it drops to 0 Hit Points or when the spell ends.

The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don't issue any, it takes the Dodge action and uses its move to avoid danger.","Using a Higher-Level Spell Slot. When you cast this spell using a spell slot of 6th level or higher, use the higher level wherever the spell's level appears in the stat block."
"Sunbeam","PHB'24","329","6th","Action","Concentration, up to 1 minute","Evocation","Self","V, S, M (a magnifying glass)","Cleric (PHB'24), Druid (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Evoker (PHB'24) Wizard","You launch a sunbeam in a 5-foot-wide, 60-foot-long Line. Each creature in the Line makes a Constitution saving throw. On a failed save, a creature takes 6d8 Radiant damage and has the Blinded condition until the start of your next turn. On a successful save, it takes half as much damage only.

Until the spell ends, you can take a Magic action to create a new Line of radiance.

For the duration, a mote of brilliant radiance shines above you. It sheds Bright Light in a 30-foot radius and Dim Light for an additional 30 feet. This light is sunlight.",""
"Sunburst","PHB'24","329","8th","Action","Instantaneous","Evocation","150 feet","V, S, M (a piece of sunstone)","Cleric (PHB'24), Druid (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Evoker (PHB'24) Wizard","Brilliant sunlight flashes in a 60-foot-radius Sphere centered on a point you choose within range. Each creature in the Sphere makes a Constitution saving throw. On a failed save, a creature takes 12d6 Radiant damage and has the Blinded condition for 1 minute. On a successful save, it takes half as much damage only.

A creature Blinded by this spell makes another Constitution saving throw at the end of each of its turns, ending the effect on itself on a success.

This spell dispels Darkness in its area that was created by any spell.",""
"Sword Burst","TCE","115","Cantrip","Action","Instantaneous","Conjuration","Self","V","Artificer (TCE), Artificer (EFA), Sorcerer (PHB'14), Sorcerer (PHB'24), Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Sorcerer (PHB'14), Sorcerer (PHB'24), Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You create a momentary circle of spectral blades that sweep around you. All other creatures within 5 feet of you must succeed on a Dexterity saving throw or take 1d6 force damage.

This spell's damage increases by 1d6 when you reach 5th level (2d6), 11th level (3d6), and 17th level (4d6).",""
"Synaptic Static","PHB'24","330","5th","Action","Instantaneous","Enchantment","120 feet","V, S","Bard (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Knowledge (FRHoF) Cleric","You cause psychic energy to erupt at a point within range. Each creature in a 20-foot-radius Sphere centered on that point makes an Intelligence saving throw, taking 8d6 Psychic damage on a failed save or half as much damage on a successful one.

On a failed save, a target also has muddled thoughts for 1 minute. During that time, it subtracts 1d6 from all its attack rolls and ability checks, as well as any Constitution saving throws to maintain Concentration. The target makes an Intelligence saving throw at the end of each of its turns, ending the effect on itself on a success.",""
"Tasha's Caustic Brew","TCE","115","1st","Action","Concentration, up to 1 minute","Evocation","Self","V, S, M (a bit of rotten food)","Artificer (TCE), Artificer (EFA)","Sorcerer (PHB'14), Sorcerer (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Evoker (PHB'24) Wizard","A stream of acid emanates from you in a line 30 feet long and 5 feet wide in a direction you choose. Each creature in the line must succeed on a Dexterity saving throw or be covered in acid for the spell's duration or until a creature uses its action to scrape or wash the acid off itself or another creature. A creature covered in the acid takes 2d4 acid damage at start of each of its turns.","At Higher Levels. When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 2d4 for each slot level above 1st."
"Tasha's Mind Whip","TCE","115","2nd","Action","1 round","Enchantment","90 feet","V","","Sorcerer (PHB'14), Sorcerer (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You psychically lash out at one creature you can see within range. The target must make an Intelligence saving throw. On a failed save, the target takes 3d6 psychic damage, and it can't take a reaction until the end of its next turn. Moreover, on its next turn, it must choose whether it gets a move, an action, or a bonus action; it gets only one of the three. On a successful save, the target takes half as much damage and suffers none of the spell's other effects.","At Higher Levels. When you cast this spell using a spell slot of 3rd level or higher, you can target one additional creature for each slot level above 2nd. The creatures must be within 30 feet of each other when you target them."
"Tasha's Otherworldly Guise","TCE","116","6th","Bonus","Concentration, up to 1 minute","Transmutation","Self","V, S, M (an object engraved with a symbol of the Outer Planes, worth at least 500 gp)","","Sorcerer (PHB'14), Sorcerer (PHB'24), Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","Uttering an incantation, you draw on the magic of the Lower Planes or Upper Planes (your choice) to transform yourself. You gain the following benefits until the spell ends:

You are immune to fire and poison damage (Lower Planes) or radiant and necrotic damage (Upper Planes).You are immune to the poisoned condition (Lower Planes) or the charmed condition (Upper Planes).Spectral wings appear on your back, giving you a flying speed of 40 feet.You have a +2 bonus to AC.All your weapon attacks are magical, and when you make a weapon attack, you can use your spellcasting ability modifier, instead of Strength or Dexterity, for the attack and damage rolls.You can attack twice, instead of once, when you take the Attack action on your turn. You ignore this benefit if you already have a feature, like Extra Attack, that lets you attack more than once when you take the Attack action on your turn.",""
"Telekinesis","PHB'24","331","5th","Action","Concentration, up to 10 minutes","Transmutation","60 feet","V, S","Sorcerer (PHB'24), Wizard (PHB'24)","","Aberrant Mind (TCE) Sorcerer, Aberrant (PHB'24) Sorcerer, Feline Court (CBT) Warlock, Great Old One (PHB'24) Warlock, Psi Warrior (TCE) Fighter, Psi Warrior (PHB'24) Fighter, Great Old One (PHB'14) Warlock","You gain the ability to move or manipulate creatures or objects by thought. When you cast the spell and as a Magic action on your later turns before the spell ends, you can exert your will on one creature or object that you can see within range, causing the appropriate effect below. You can affect the same target round after round or choose a new one at any time. If you switch targets, the prior target is no longer affected by the spell.

Creature. You can try to move a Huge or smaller creature. The target must succeed on a Strength saving throw, or you move it up to 30 feet in any direction within the spell's range. Until the end of your next turn, the creature has the Restrained condition, and if you lift it into the air, it is suspended there. It falls at the end of your next turn unless you use this option on it again and it fails the save.

Object. You can try to move a Huge or smaller object. If the object isn't being worn or carried, you automatically move it up to 30 feet in any direction within the spell's range.

If the object is worn or carried by a creature, that creature must succeed on a Strength saving throw, or you pull the object away and move it up to 30 feet in any direction within the spell's range.

You can exert fine control on objects with your telekinetic grip, such as manipulating a simple tool, opening a door or a container, stowing or retrieving an item from an open container, or pouring the contents from a vial.",""
"Teleport","PHB'24","331","7th","Action","Instantaneous","Conjuration","10 feet","V","Bard (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","This spell instantly transports you and up to eight willing creatures that you can see within range, or a single object that you can see within range, to a destination you select. If you target an object, it must be Large or smaller, and it can't be held or carried by an unwilling creature.

The destination you choose must be known to you, and it must be on the same plane of existence as you. Your familiarity with the destination determines whether you arrive there successfully. The DM rolls 1d100 and consults the Teleportation Outcome table and the explanations after it.

Teleportation OutcomeFamiliarityMishapSimilar AreaOff TargetOn TargetPermanent circle———01-00Linked object———01-00Very familiar01-0506-1314-2425-00Seen casually01-3334-4344-5354-00Viewed once or described01-4344-5354-7374-00False destination01-5051-00—— Familiarity. Here are the meanings of the terms in the table's Familiarity column:

""Permanent circle"" means a permanent teleportation circle whose sigil sequence you know.""Linked object"" means you possess an object taken from the desired destination within the last six months, such as a book from a wizard's library.""Very familiar"" is a place you have visited often, a place you have carefully studied, or a place you can see when you cast the spell.""Seen casually"" is a place you have seen more than once but with which you aren't very familiar.""Viewed once or described"" is a place you have seen once, possibly using magic, or a place you know through someone else's description, perhaps from a map.""False destination"" is a place that doesn't exist. Perhaps you tried to scry an enemy's sanctum but instead viewed an illusion, or you are attempting to teleport to a location that no longer exists. Mishap. The spell's unpredictable magic results in a difficult journey. Each teleporting creature (or the target object) takes 3d10 Force damage, and the DM rerolls on the table to see where you wind up (multiple mishaps can occur, dealing damage each time).

Similar Area. You and your group (or the target object) appear in a different area that's visually or thematically similar to the target area. You appear in the closest similar place. If you are heading for your home laboratory, for example, you might appear in another person's laboratory in the same city.

Off Target. You and your group (or the target object) appear 2d12 miles away from the destination in a random direction. Roll 1d8 for the direction: 1, east; 2, southeast; 3, south; 4, southwest; 5, west; 6, northwest; 7, north; or 8, northeast.

On Target. You and your group (or the target object) appear where you intended.",""
"Teleportation Circle","PHB'24","332","5th","1 Min.","1 round","Conjuration","10 feet","V, M (rare inks worth 50+ GP, which the spell consumes)","Bard (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Cartographer (EFA) Artificer, Whistles (TCM'24) Bard, Horizon Walker (XGE) Ranger, Horizon Walker (XGE) Ranger","As you cast the spell, you draw a 5-foot-radius circle on the ground inscribed with sigils that link your location to a permanent teleportation circle of your choice whose sigil sequence you know and that is on the same plane of existence as you. A shimmering portal opens within the circle you drew and remains open until the end of your next turn. Any creature that enters the portal instantly appears within 5 feet of the destination circle or in the nearest unoccupied space if that space is occupied.

Many major temples, guildhalls, and other important places have permanent teleportation circles. Each circle includes a unique sigil sequence—a string of runes arranged in a particular pattern.

When you first gain the ability to cast this spell, you learn the sigil sequences for two destinations on the Material Plane, determined by the DM. You might learn additional sigil sequences during your adventures. You can commit a new sigil sequence to memory after studying it for 1 minute.

You can create a permanent teleportation circle by casting this spell in the same location every day for 365 days.",""
"Thunder Step","XGE","168","3rd","Action","Instantaneous","Conjuration","90 feet","V","","Sorcerer (PHB'14), Sorcerer (PHB'24), Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You teleport yourself to an unoccupied space you can see within range. Immediately after you disappear, a thunderous boom sounds, and each creature within 10 feet of the space you left must make a Constitution saving throw, taking 3d10 thunder damage on a failed save, or half as much damage on a successful one. The thunder can be heard from up to 300 feet away.

You can bring along objects as long as their weight doesn't exceed what you can carry. You can also teleport one willing creature of your size or smaller who is carrying gear up to its carrying capacity. The creature must be within 5 feet of you when you cast this spell, and there must be an unoccupied space within 5 feet of your destination space for the creature to appear in; otherwise, the creature is left behind.","At Higher Levels. When you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d10 for each slot level above 3rd."
"Thunderclap","PHB'24","333","Cantrip","Action","Instantaneous","Evocation","Self","S","Artificer (EFA), Bard (PHB'24), Druid (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Land (PHB'14) Druid, Lore (PHB'24) Bard, Moon (FRHoF) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Evoker (PHB'24) Wizard, Nature (PHB'14) Cleric, Nature (PHB'14) Cleric, Strength (PSA) (PSA) Cleric, Strength (PSA) (PSA) Cleric","Each creature in a 5-foot Emanation originating from you must succeed on a Constitution saving throw or take 1d6 Thunder damage. The spell's thunderous sound can be heard up to 100 feet away.","Cantrip Upgrade. The damage increases by 1d6 when you reach levels 5 (2d6), 11 (3d6), and 17 (4d6)."
"Thunderwave","PHB'24","334","1st","Action","Instantaneous","Evocation","Self","V, S","Bard (PHB'24), Druid (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Apocalypse (CBT) Cleric, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Armorer (TCE) Artificer, Armorer (EFA) Artificer, Artillerist (TCE) Artificer, Artillerist (EFA) Artificer, Sea (PHB'24) Druid, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Evoker (PHB'24) Wizard, Tempest (PHB'14) Cleric, Tempest (PHB'14) Cleric, Fathomless (TCE) Warlock, Fathomless (TCE) Warlock, Genie (Djinni) (TCE) Warlock, Genie (Djinni) (TCE) Warlock","You unleash a wave of thunderous energy. Each creature in a 15-foot Cube originating from you makes a Constitution saving throw. On a failed save, a creature takes 2d8 Thunder damage and is pushed 10 feet away from you. On a successful save, a creature takes half as much damage only.

In addition, unsecured objects that are entirely within the Cube are pushed 10 feet away from you, and a thunderous boom is audible within 300 feet.","Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 1."
"Tidal Wave","XGE","168","3rd","Action","Instantaneous","Conjuration","120 feet","V, S, M (a drop of water)","","Druid (PHB'14), Druid (PHB'24), Sorcerer (PHB'14), Sorcerer (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You conjure up a wave of water that crashes down on an area within range. The area can be up to 30 feet long, up to 10 feet wide, and up to 10 feet tall. Each creature in that area must make a Dexterity saving throw. On a failed save, a creature takes 4d8 bludgeoning damage and is knocked prone. On a successful save, a creature takes half as much damage and isn't knocked prone. The water then spreads out across the ground in all directions, extinguishing unprotected flames in its area and within 30 feet of it, and then it vanishes.",""
"Tide of Darkness","CBT","0","1st","Action","1 round","Conjuration","Self","V, S","Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Hungering Dark (CBT) Sorcerer","You unleash a wave of swirling shadows that fills an area next to you. Each creature in a 10-foot Cube of Darkness originating from you when you cast the spell makes a Wisdom saving throw. On a failed save, a creature takes 2d8 Psychic damage and is Blinded until it is no longer in the area of Darkness. On a successful save, it takes half as much damage and isn't Blinded. The Darkness lasts until the end of your next turn.","Using a Higher-Level Spell Slot. The size of the Cube increases by 5 feet for each spell slot level above 1."
"Time Stop","PHB'24","334","9th","Action","Instantaneous","Transmutation","Self","V","Sorcerer (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","You briefly stop the flow of time for everyone but yourself. No time passes for other creatures, while you take 1d4 + 1 turns in a row, during which you can use actions and move as normal.

This spell ends if one of the actions you use during this period, or any effects that you create during it, affects a creature other than you or an object being worn or carried by someone other than you. In addition, the spell ends if you move to a place more than 1,000 feet from the location where you cast it.",""
"Tongues","PHB'24","334","3rd","Action","1 hour","Divination","Touch","V, M (a miniature ziggurat)","Bard (PHB'24), Cleric (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Diviner (PHB'24) Wizard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Knowledge (FRHoF) Cleric","This spell grants the creature you touch the ability to understand any spoken or signed language that it hears or sees. Moreover, when the target communicates by speaking or signing, any creature that knows at least one language can understand it if that creature can hear the speech or see the signing.",""
"True Seeing","PHB'24","336","6th","Action","1 hour","Divination","Touch","V, S, M (mushroom powder worth 25+ GP, which the spell consumes)","Bard (PHB'24), Cleric (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Diviner (PHB'24) Wizard","For the duration, the willing creature you touch has Truesight with a range of 120 feet.",""
"True Strike","PHB'24","336","Cantrip","Action","Instantaneous","Divination","Self","S, M (a weapon with which you have proficiency and that is worth 1+ CP)","Artificer (EFA), Bard (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Diviner (PHB'24) Wizard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","Guided by a flash of magical insight, you make one attack with the weapon used in the spell's casting. The attack uses your spellcasting ability for the attack and damage rolls instead of using Strength or Dexterity. If the attack deals damage, it can be Radiant damage or the weapon's normal damage type (your choice).","Cantrip Upgrade. Whether you deal Radiant damage or the weapon's normal damage type, the attack deals extra Radiant damage when you reach levels 5 (1d6), 11 (2d6), and 17 (3d6)."
"Umbral Tendril","CBT","0","1st","Action","Instantaneous","Evocation","150 feet","V, S","Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Hungering Dark (CBT) Sorcerer","You create a long tendril of life-stealing shadow that lashes out at a creature in range that you can see.

Make a ranged spell attack against the target. On a hit the target takes 2d8 Necrotic damage and you gain Temporary Hit Points equal to the damage dealt.","Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 1."
